WHEN_TIMESTAMP,ACTIONS_CRM_CONTACTS,ACTIONS_CRM_COMPANIES,ACTIONS_CRM_DEALS,ACTIONS_EMAIL,USERS_CRM_CONTACTS,USERS_CRM_COMPANIES,USERS_CRM_DEALS,USERS_EMAIL,id
2020-05-11,30,0,8,0,3,0,2,0,28
2019-03-11,13,6,12,0,2,1,1,0,4691
2020-03-02,147,166,28,0,1,1,1,0,2041
2019-07-22,104,24,95,0,7,6,5,0,115
2019-05-27,13,5,26,0,1,1,1,0,4933
2019-10-07,3,0,1,0,2,0,1,0,89
2019-08-05,0,0,0,0,0,0,0,0,1835
2019-12-23,0,0,0,0,0,0,0,0,1235
2019-08-26,1,0,0,0,1,0,0,0,1429
2019-06-10,7,0,8,0,1,0,1,0,3159
2019-08-12,24,12,0,0,1,1,0,0,4210
2020-06-08,111,4,23,0,1,1,1,0,5028
2019-12-16,90,0,4,0,1,0,1,0,2360
2020-04-20,3,1,0,0,1,1,0,0,196
2019-08-12,0,1,0,0,0,1,0,0,4038
2020-06-08,6,0,0,0,1,0,0,0,2688
2019-11-11,0,0,0,0,0,0,0,0,808
2020-06-22,0,0,0,0,0,0,0,0,4263
2020-07-06,4,0,3,0,1,0,1,0,4611
2020-04-13,0,0,0,0,0,0,0,0,2782
2020-02-03,120,77,516,0,10,6,26,0,200
2019-06-10,18,0,0,0,1,0,0,0,3161
2020-05-25,2,0,0,0,1,0,0,0,957
2020-01-27,2,0,2,0,1,0,1,0,197
2019-02-18,5,0,1,0,1,0,1,0,4076
2020-01-27,0,0,0,0,0,0,0,0,104
2019-07-22,4838,0,3,0,11,0,2,0,39
2019-12-09,0,0,0,0,0,0,0,0,3352
2019-08-19,0,0,0,0,0,0,0,0,2461
2020-06-15,31,0,0,9,1,0,0,1,4916
2020-07-20,0,0,0,0,0,0,0,0,1554
2020-04-20,0,0,0,0,0,0,0,0,3490
2019-03-25,0,0,0,0,0,0,0,0,3393
2019-03-11,567,1570,0,0,2,1,0,0,2683
2019-12-09,1,0,0,0,1,0,0,0,2494
2019-09-02,360,0,0,0,1,0,0,0,3520
2019-06-17,0,0,0,0,0,0,0,0,3960
2019-04-08,24,16,35,0,5,4,4,0,103
2019-09-09,0,1,0,0,0,1,0,0,3350
2020-07-27,472,7,315,0,15,3,8,0,115
2019-08-19,0,0,0,0,0,0,0,0,26
2020-04-06,71,0,0,0,5,0,0,0,157
2020-07-20,2,5,32,0,2,3,4,0,63
2019-10-14,0,0,0,0,0,0,0,0,45
2019-01-07,2,6,0,3,1,1,0,1,65
2019-10-21,0,0,0,0,0,0,0,0,1378
2020-04-06,0,0,0,0,0,0,0,0,960
2020-06-15,7,0,0,1,1,0,0,1,134
2020-03-23,13,21,68,0,3,3,3,0,129
2020-02-10,0,0,0,0,0,0,0,0,4441
2019-12-02,135,66,26,0,7,5,5,0,111
2019-03-11,14,0,0,14,3,0,0,2,52
2019-11-25,0,0,0,0,0,0,0,0,3974
2019-10-28,100,0,0,0,2,0,0,0,157
2019-09-16,41,4,2,0,2,1,2,0,3717
2020-07-27,5,10,2,0,2,3,1,0,2427
2020-01-13,0,0,0,0,0,0,0,0,4096
2020-07-06,14,1,3,0,2,1,1,0,5013
2019-07-15,39,13,26,1,3,1,4,1,147
2019-12-02,874,224,1172,17,26,11,15,3,115
2020-01-20,5,0,6,0,1,0,1,0,2
2019-07-22,0,0,0,0,0,0,0,0,967
2020-07-27,1,0,0,0,1,0,0,0,3225
2020-07-06,0,0,0,0,0,0,0,0,4633
2019-07-29,0,0,0,0,0,0,0,0,1196
2020-05-18,0,0,0,0,0,0,0,0,3562
2019-06-10,0,0,0,0,0,0,0,0,2430
2020-01-20,0,0,0,0,0,0,0,0,25
2019-07-15,675,0,0,0,8,0,0,0,4
2020-04-13,1,0,0,0,1,0,0,0,633
2019-08-19,2,0,0,0,1,0,0,0,3133
2019-10-28,0,0,0,0,0,0,0,0,20
2020-06-29,1,0,0,0,1,0,0,0,3359
2020-07-27,0,0,0,0,0,0,0,0,3469
2019-03-18,112,20,46,0,6,4,4,0,107
2019-05-20,0,0,0,0,0,0,0,0,1949
2020-02-10,0,0,0,0,0,0,0,0,4905
2020-06-15,71,0,0,0,2,0,0,0,161
2020-07-06,24,0,2,0,4,0,2,0,4927
2020-04-27,0,0,0,0,0,0,0,0,2048
2020-02-24,0,0,0,0,0,0,0,0,22
2019-10-21,133,23,57,12,7,3,4,1,136
2019-03-04,0,0,0,0,0,0,0,0,1622
2020-03-16,0,0,0,0,0,0,0,0,2523
2020-01-13,0,0,0,0,0,0,0,0,4983
2020-06-15,1,0,2,0,1,0,1,0,3734
2019-07-29,3,0,0,11,1,0,0,1,177
2019-11-18,14,5,0,0,1,1,0,0,3557
2019-09-30,85,0,0,0,5,0,0,0,180
2020-03-02,0,0,0,0,0,0,0,0,4633
2019-05-13,0,0,0,0,0,0,0,0,1111
2019-08-12,0,0,0,0,0,0,0,0,43
2020-04-27,2,0,0,0,2,0,0,0,122
2020-05-11,0,0,0,0,0,0,0,0,3469
2019-11-11,0,0,0,0,0,0,0,0,1929
2019-06-17,73,0,0,9,6,0,0,1,65
2020-05-18,0,0,0,0,0,0,0,0,2641
2019-04-22,23,4,70,0,1,2,1,0,4933
2020-02-10,1,0,0,0,1,0,0,0,4129
2019-12-09,19,0,0,0,2,0,0,0,2360
2019-06-24,11,8,2,0,2,1,1,0,3413
2019-10-21,2,0,2,0,2,0,1,0,153
2020-02-10,0,0,0,0,0,0,0,0,3460
2019-10-14,0,0,1,0,0,0,1,0,143
2019-08-05,36,140,94,0,2,2,2,0,2083
2019-06-17,7,0,0,0,1,0,0,0,4138
2020-02-17,68,2,170,11,7,2,10,3,55
2019-07-22,0,0,0,0,0,0,0,0,4633
2020-01-13,0,0,0,0,0,0,0,0,2996
2020-06-22,69,42,89,0,5,5,6,0,56
2019-06-17,0,0,0,0,0,0,0,0,1983
2019-10-21,4,0,0,0,1,0,0,0,2274
2019-04-22,69,29,18,0,5,3,3,0,152
2019-04-08,0,0,0,0,0,0,0,0,1077
2020-06-22,56,0,2,2,3,0,1,1,114
2019-06-03,0,0,0,0,0,0,0,0,144
2019-04-15,11,0,0,0,2,0,0,0,1456
2019-04-15,3,0,48,0,2,0,4,0,2818
2020-03-02,0,0,0,0,0,0,0,0,3787
2020-02-10,342,21,1165,0,4,6,7,0,4691
2019-09-02,4,10,65,0,3,3,3,0,165
2019-04-08,336,26,379,0,2,2,2,0,104
2019-09-23,224,0,5,0,3,0,1,0,616
2019-10-07,0,0,0,0,0,0,0,0,2458
2020-02-24,1,0,0,1,1,0,0,1,661
2019-10-14,0,0,0,0,0,0,0,0,3705
2020-05-04,1,0,0,0,1,0,0,0,3186
2019-09-09,103,72,113,0,3,4,6,0,147
2019-09-16,0,0,0,0,0,0,0,0,853
2020-02-24,0,0,35,0,0,0,5,0,178
2019-04-29,4,0,0,0,1,0,0,0,128
2019-11-11,13,7,1,0,1,1,1,0,2627
2020-07-20,3,1,0,0,1,1,0,0,4803
2019-06-17,0,0,0,0,0,0,0,0,1826
2019-06-03,2,0,0,0,1,0,0,0,949
2019-06-24,0,0,0,0,0,0,0,0,1289
2019-09-09,81,6,3,0,4,3,2,0,193
2020-06-29,0,0,0,0,0,0,0,0,456
2020-03-02,5,0,0,0,1,0,0,0,1945
2019-05-06,192,27,118,0,3,3,3,0,1
2020-06-29,0,0,0,0,0,0,0,0,4463
2019-05-20,0,0,0,0,0,0,0,0,3461
2019-11-11,145,55,13,0,3,3,3,0,71
2020-03-30,0,0,0,0,0,0,0,0,4144
2019-09-02,2,0,0,0,1,0,0,0,155
2020-06-22,3,9,0,0,1,1,0,0,2577
2020-04-20,1,0,0,0,1,0,0,0,2122
2019-11-11,6,0,0,1,1,0,0,1,4705
2019-11-04,0,0,0,0,0,0,0,0,800
2020-02-03,0,0,0,0,0,0,0,0,1505
2020-06-01,103,31,30,0,6,4,4,0,4421
2019-09-09,2,0,0,0,1,0,0,0,3813
2019-09-16,2,0,0,0,1,0,0,0,1329
2019-07-15,0,1,0,0,0,1,0,0,88
2020-07-06,6,4,15,0,3,3,3,0,62
2020-03-02,25,9,43,0,3,3,9,0,54
2020-02-03,0,0,0,0,0,0,0,0,4506
2019-09-30,874,1065,184,0,39,46,25,0,85
2019-08-05,2,1,0,0,1,1,0,0,3562
2019-12-16,0,0,0,0,0,0,0,0,1558
2020-03-02,0,0,0,0,0,0,0,0,1568
2019-02-11,83,0,0,8,6,0,0,1,187
2020-03-09,7,0,4,0,1,0,1,0,3097
2019-01-28,964,0,26,33,14,0,4,2,146
2020-02-03,16,9,65,0,4,2,5,0,67
2019-04-15,1,0,0,0,1,0,0,0,2258
2020-03-16,0,0,0,0,0,0,0,0,2197
2020-07-27,36,5,70,0,4,2,4,0,3903
2019-10-14,30,131,0,0,1,1,0,0,1199
2020-06-29,5,0,0,2,2,0,0,2,661
2020-07-27,0,0,0,0,0,0,0,0,3722
2020-06-22,82,0,15,0,5,0,1,0,2911
2019-10-21,0,1,1,0,0,1,1,0,3959
2020-03-02,38,8,68,0,5,1,2,0,61
2019-10-21,0,0,0,0,0,0,0,0,2149
2019-04-01,3,0,0,0,1,0,0,0,1401
2019-09-02,0,0,0,0,0,0,0,0,671
2020-01-27,91,73,121,2,7,6,2,1,191
2020-02-10,0,0,0,0,0,0,0,0,1812
2019-12-16,2,0,0,0,2,0,0,0,152
2019-07-29,30,3,0,0,3,1,0,0,136
2020-07-06,0,0,1,0,0,0,1,0,156
2020-06-29,31,7,8,0,3,2,2,0,95
2019-06-10,4,0,133,0,1,0,4,0,2818
2019-06-03,1,0,0,0,1,0,0,0,4230
2019-07-22,1,0,0,0,1,0,0,0,1898
2020-06-29,0,0,0,0,0,0,0,0,4287
2019-02-25,19,29,154,0,2,2,1,0,104
2020-04-06,0,0,0,0,0,0,0,0,2702
2020-05-11,0,0,0,0,0,0,0,0,365
2019-09-30,15,0,19,0,3,0,4,0,2813
2019-11-25,0,0,1,0,0,0,1,0,2063
2020-02-10,0,0,0,0,0,0,0,0,372
2019-12-09,1,0,0,0,1,0,0,0,300
2019-05-27,13,0,109,0,2,0,3,0,2818
2019-06-03,0,0,0,0,0,0,0,0,4650
2019-09-16,2,1,5,0,1,1,1,0,2476
2019-01-14,50,27,35,2,2,1,2,1,64
2020-06-22,1,0,0,0,1,0,0,0,4147
2020-04-13,0,0,0,0,0,0,0,0,1568
2020-07-13,393,123,120,1,11,11,4,1,71
2019-03-18,349,1,0,0,3,1,0,0,180
2019-05-20,0,0,2,0,0,0,1,0,188
2020-05-11,0,0,0,0,0,0,0,0,98
2020-04-27,0,1,3,0,0,1,1,0,25
2019-12-09,0,0,0,0,0,0,0,0,4922
2020-06-15,0,0,1,0,0,0,1,0,3303
2020-01-13,0,0,0,0,0,0,0,0,117
2020-02-03,27,24,7,0,8,7,4,0,15
2019-08-12,1,0,0,0,1,0,0,0,3637
2019-07-29,54,1,0,3,3,1,0,1,109
2019-11-04,0,0,0,0,0,0,0,0,3754
2020-06-01,10,38,7,37,4,4,3,1,140
2020-01-20,7,0,0,0,1,0,0,0,3429
2020-06-01,147,0,2893,8,29,0,75,2,65
2019-08-19,6,0,0,0,1,0,0,0,2327
2019-08-19,6,0,0,0,1,0,0,0,4138
2020-01-06,1,0,0,0,1,0,0,0,2166
2020-06-01,0,0,2,0,0,0,1,0,687
2020-02-17,0,0,0,0,0,0,0,0,2767
2020-03-09,281,648,45,0,8,10,8,0,13
2019-05-13,0,0,0,0,0,0,0,0,80
2020-06-08,1,1,1,0,1,1,1,0,2225
2019-12-02,7,1,0,0,1,1,0,0,3097
2019-10-21,52,0,0,0,3,0,0,0,42
2020-03-23,6,0,0,0,1,0,0,0,1591
2019-04-01,0,0,0,0,0,0,0,0,957
2019-02-18,402,101,193,4,9,10,9,1,141
2020-07-06,0,0,0,0,0,0,0,0,3960
2020-03-09,24,8,9,0,1,1,1,0,4209
2020-03-09,33,20,1,0,3,3,1,0,2652
2020-03-30,1,0,0,0,1,0,0,0,3366
2019-07-01,137,21,159,29,5,4,3,4,127
2019-05-20,23,2,72,0,2,1,7,0,125
2020-05-18,0,0,27,0,0,0,2,0,4189
2019-04-22,21,0,0,0,3,0,0,0,2911
2020-02-10,0,0,0,0,0,0,0,0,2985
2019-06-24,3,0,0,0,2,0,0,0,1902
2020-07-13,171,151,40,0,4,4,3,0,184
2020-01-27,0,0,0,0,0,0,0,0,2754
2019-11-11,18,12,15,0,1,1,2,0,4464
2020-02-10,111,93,55,0,6,6,6,0,124
2019-09-30,0,0,0,0,0,0,0,0,149
2020-02-10,0,0,0,0,0,0,0,0,4220
2019-11-11,0,0,0,0,0,0,0,0,2197
2020-03-09,1,0,0,0,1,0,0,0,182
2019-12-23,0,0,0,0,0,0,0,0,1607
2019-08-12,0,0,0,0,0,0,0,0,3715
2020-06-15,0,0,0,0,0,0,0,0,966
2019-04-29,4,0,0,28,1,0,0,1,727
2020-05-11,0,0,0,0,0,0,0,0,3752
2019-11-18,9,69,15,1,3,2,3,1,70
2020-07-20,0,0,0,0,0,0,0,0,3633
2020-01-13,5,0,0,0,1,0,0,0,42
2019-03-11,0,2,0,0,0,1,0,0,2550
2019-11-11,5,0,0,0,1,0,0,0,3075
2020-06-15,0,0,0,0,0,0,0,0,3350
2019-09-09,0,0,0,0,0,0,0,0,3393
2019-12-30,0,0,0,0,0,0,0,0,2
2019-05-27,0,0,0,0,0,0,0,0,2238
2019-05-27,29,9,616,31,5,4,11,3,55
2020-02-24,105,134,40,0,10,8,8,0,106
2020-06-15,26,2,0,0,2,1,0,0,807
2019-01-07,1,0,0,0,1,0,0,0,188
2019-04-29,87,0,0,28,4,0,0,1,180
2020-07-27,4,0,0,0,1,0,0,0,1786
2019-04-15,2,0,0,0,1,0,0,0,372
2020-03-02,69,4,0,0,1,1,0,0,4259
2020-01-20,0,0,0,0,0,0,0,0,3286
2019-11-11,12,0,0,0,3,0,0,0,2107
2019-10-07,0,0,0,0,0,0,0,0,4689
2019-07-01,538,12,669,5,11,5,9,1,68
2019-10-21,0,0,0,0,0,0,0,0,1561
2019-08-26,3,0,2,1,2,0,2,1,3960
2020-03-30,78,26,34,7,5,5,4,3,127
2020-06-22,0,0,0,0,0,0,0,0,290
2020-01-06,1,0,0,0,1,0,0,0,1618
2019-07-01,15,18,13,9,3,1,2,1,5
2019-08-12,5,3,4,0,2,1,2,0,2427
2020-01-06,0,0,0,0,0,0,0,0,2101
2020-03-23,0,0,0,0,0,0,0,0,22
2020-01-06,0,0,0,0,0,0,0,0,3253
2019-09-30,89,0,0,0,3,0,0,0,80
2019-10-07,4,1,5,0,1,1,1,0,2064
2019-01-07,0,0,0,0,0,0,0,0,3704
2019-08-26,27,0,0,0,4,0,0,0,109
2020-04-06,0,0,0,0,0,0,0,0,1927
2019-01-21,0,0,0,0,0,0,0,0,4123
2019-05-13,1,40,2,0,1,2,1,0,135
2019-01-21,0,0,0,13,0,0,0,1,3557
2020-02-24,49,305,0,0,3,4,0,0,3828
2019-11-04,0,0,0,0,0,0,0,0,98
2020-02-03,0,0,0,0,0,0,0,0,2307
2019-05-13,0,0,0,0,0,0,0,0,1509
2019-09-16,0,0,0,0,0,0,0,0,3071
2020-03-23,0,0,0,0,0,0,0,0,3329
2019-05-13,0,0,0,0,0,0,0,0,53
2019-06-24,0,0,0,0,0,0,0,0,2220
2020-06-08,0,0,0,0,0,0,0,0,11
2019-12-02,0,0,0,0,0,0,0,0,2899
2019-05-06,0,0,0,0,0,0,0,0,1130
2020-01-27,0,0,5,0,0,0,1,0,4696
2019-08-26,0,0,0,0,0,0,0,0,4138
2019-11-18,0,0,0,0,0,0,0,0,885
2019-05-13,163,38,134,21,7,5,3,1,174
2020-02-10,2,13,113,0,1,2,5,0,54
2019-12-23,219,14,38,0,6,4,7,0,68
2019-09-23,52,14,0,0,2,1,0,0,142
2019-04-22,0,0,0,0,0,0,0,0,33
2020-04-06,100,36,96,0,8,8,9,0,73
2019-12-02,0,0,0,0,0,0,0,0,4179
2020-04-13,74,21,103,0,4,2,4,0,45
2020-07-27,36,43,26,0,1,2,1,0,1418
2019-07-29,94,16,506,7,12,8,25,2,200
2020-02-10,1,0,2,0,1,0,1,0,188
2020-04-13,0,0,0,0,0,0,0,0,188
2019-09-23,0,0,0,0,0,0,0,0,3988
2019-02-18,7,0,96,0,1,0,2,0,162
2019-10-07,0,0,0,0,0,0,0,0,4943
2019-05-06,0,0,0,0,0,0,0,0,3425
2019-05-27,1,0,0,0,1,0,0,0,136
2019-05-27,0,0,0,0,0,0,0,0,4718
2019-05-13,0,0,0,0,0,0,0,0,3727
2019-05-27,3,0,2,0,1,0,1,0,137
2020-05-04,0,0,0,0,0,0,0,0,4878
2020-06-29,0,0,0,0,0,0,0,0,2865
2020-07-27,0,0,0,0,0,0,0,0,1919
2019-09-30,8,0,0,0,1,0,0,0,4138
2019-06-03,37,24,26,0,6,5,4,0,103
2019-12-23,0,0,0,0,0,0,0,0,3498
2020-02-24,21,13,82,0,2,2,4,0,129
2020-02-10,11,7,21,0,5,4,4,0,89
2019-05-13,0,0,0,0,0,0,0,0,3980
2019-05-27,0,0,0,0,0,0,0,0,5087
2019-10-21,4,1,0,0,1,1,0,0,2165
2020-05-18,24,99,4,0,3,4,2,0,140
2019-12-02,0,0,1,0,0,0,1,0,2508
2020-05-25,0,0,0,0,0,0,0,0,4840
2020-03-16,0,0,0,0,0,0,0,0,4833
2020-04-27,0,0,0,0,0,0,0,0,605
2019-11-25,7,5,1,0,1,1,1,0,4209
2019-10-28,0,0,0,0,0,0,0,0,4909
2019-09-30,5,9,15,0,2,3,5,0,3608
2019-10-21,0,0,2,0,0,0,1,0,162
2020-02-24,1,0,0,0,1,0,0,0,3220
2019-03-04,0,0,0,0,0,0,0,0,1153
2019-08-12,0,0,0,0,0,0,0,0,747
2019-05-13,9,0,0,0,1,0,0,0,137
2019-08-19,1,1,0,0,1,1,0,0,3836
2020-01-06,0,0,0,0,0,0,0,0,364
2020-01-20,0,0,0,0,0,0,0,0,1568
2020-06-01,8,26,3,0,3,6,2,0,89
2019-12-16,0,0,0,0,0,0,0,0,1933
2019-08-26,0,0,0,0,0,0,0,0,99
2019-06-03,26,0,0,0,2,0,0,0,4138
2020-03-30,0,0,0,0,0,0,0,0,3028
2019-03-11,14,31,6,0,5,9,2,0,132
2019-03-25,0,0,0,0,0,0,0,0,1338
2019-06-03,0,0,0,0,0,0,0,0,163
2020-06-22,216,0,464,30,9,0,9,2,29
2020-02-10,0,0,0,0,0,0,0,0,333
2019-12-30,2,0,0,0,1,0,0,0,1984
2020-06-29,1,0,0,0,1,0,0,0,3947
2019-03-11,4,0,0,0,1,0,0,0,4406
2019-02-11,66,0,0,115,5,0,0,3,34
2019-12-30,97,461,13,0,3,3,2,0,71
2020-05-11,0,0,0,0,0,0,0,0,3117
2019-12-23,0,0,0,0,0,0,0,0,4219
2020-03-09,0,0,0,0,0,0,0,0,151
2019-09-02,470,54,226,10,21,9,9,2,3
2020-02-03,0,0,0,0,0,0,0,0,799
2019-05-27,0,0,0,0,0,0,0,0,3743
2019-10-14,0,0,0,0,0,0,0,0,3099
2020-04-06,4,1,0,0,1,1,0,0,4633
2020-06-01,0,0,0,0,0,0,0,0,1785
2020-05-11,1399,968,18,1,18,13,5,1,187
2020-01-20,0,0,0,0,0,0,0,0,2689
2020-07-27,0,0,0,0,0,0,0,0,4336
2019-03-25,2,0,0,0,1,0,0,0,1850
2020-01-20,0,0,0,0,0,0,0,0,1292
2019-10-14,0,0,0,0,0,0,0,0,4878
2019-12-16,2,0,0,0,1,0,0,0,153
2019-07-08,151,26,188,31,6,2,4,2,127
2019-12-23,0,0,0,0,0,0,0,0,149
2019-07-29,0,0,0,0,0,0,0,0,2230
2019-10-14,1,0,0,0,1,0,0,0,1025
2019-11-18,20,0,0,0,1,0,0,0,2147
2019-12-09,0,0,0,0,0,0,0,0,4377
2019-08-19,7,0,2,0,2,0,1,0,155
2020-01-27,20,0,262,0,2,0,5,0,36
2020-04-20,0,0,0,0,0,0,0,0,4013
2019-05-06,0,0,2,0,0,0,1,0,80
2019-09-23,910,0,12,0,9,0,6,0,4
2020-01-06,104,0,0,0,10,0,0,0,180
2019-10-28,0,0,0,0,0,0,0,0,93
2020-07-13,6,0,9,0,1,0,1,0,2332
2019-05-13,0,0,0,0,0,0,0,0,26
2020-01-13,0,0,0,0,0,0,0,0,1552
2020-03-30,7,2,2,0,1,1,1,0,3041
2020-01-06,0,0,19,0,0,0,5,0,169
2020-07-20,48,0,0,2,3,0,0,1,2307
2020-06-22,0,0,62,0,0,0,1,0,534
2019-01-14,0,0,0,0,0,0,0,0,1983
2019-12-16,185,1,76,0,4,1,4,0,61
2019-07-29,1,1,0,0,1,1,0,0,1687
2020-01-13,1,0,0,0,1,0,0,0,189
2019-12-23,0,0,0,0,0,0,0,0,4404
2020-01-13,0,0,0,0,0,0,0,0,4577
2019-08-05,0,0,0,0,0,0,0,0,1898
2019-11-11,6,0,0,0,2,0,0,0,142
2019-10-07,0,0,0,0,0,0,0,0,4648
2020-07-13,0,0,0,0,0,0,0,0,4065
2019-04-22,3,1,1,0,1,1,1,0,3518
2019-06-03,6,26,0,0,2,3,0,0,78
2020-05-25,0,0,0,0,0,0,0,0,515
2019-01-07,42,2,0,0,2,1,0,0,136
2020-03-02,15,0,8,0,1,0,1,0,3947
2020-06-29,113,16,9,0,9,3,4,0,4421
2019-08-19,8,0,0,0,3,0,0,0,133
2020-07-20,91,8,1,0,5,3,1,0,107
2019-03-11,46,18,81,0,4,2,5,0,67
2020-02-17,0,0,0,0,0,0,0,0,2165
2019-07-01,0,0,0,0,0,0,0,0,1289
2019-05-27,149,123,0,0,2,2,0,0,2683
2019-06-17,601,0,0,0,9,0,0,0,4
2019-01-21,0,0,0,0,0,0,0,0,3828
2019-03-18,53,0,0,52,14,0,0,6,199
2019-03-25,1,0,0,0,1,0,0,0,1690
2020-03-16,6,3,1,1,1,1,1,1,5115
2019-05-20,0,0,0,0,0,0,0,0,3416
2019-12-09,0,0,0,0,0,0,0,0,3012
2019-05-06,0,0,0,0,0,0,0,0,3824
2020-06-22,70,5,0,0,4,1,0,0,5196
2019-08-19,5,0,0,0,1,0,0,0,81
2019-11-11,0,0,0,0,0,0,0,0,2575
2019-12-23,0,0,0,0,0,0,0,0,136
2019-02-18,0,0,0,0,0,0,0,0,1077
2019-05-20,0,0,0,0,0,0,0,0,4836
2020-06-15,85,6,9,27,5,1,1,2,193
2020-06-22,38,1,1,12,2,1,1,1,3159
2020-05-25,0,0,0,0,0,0,0,0,4346
2020-04-27,0,0,0,0,0,0,0,0,372
2019-12-09,0,3,55,0,0,2,3,0,1278
2019-07-22,11,36,35,0,1,1,1,0,13
2020-07-13,10,3,4,0,1,1,1,0,3041
2020-01-20,0,0,0,0,0,0,0,0,4424
2020-05-11,0,0,0,1,0,0,0,1,2410
2020-06-29,0,0,0,0,0,0,0,0,171
2020-01-06,0,0,0,0,0,0,0,0,26
2020-04-27,0,0,0,0,0,0,0,0,86
2020-05-25,34,0,20,2,5,0,1,1,177
2020-04-06,90,2,2,2,3,1,1,1,53
2020-06-01,122,35,37,0,3,3,3,0,45
2019-11-11,0,0,0,0,0,0,0,0,1541
2019-02-11,0,0,1,0,0,0,1,0,372
2020-07-13,0,0,0,0,0,0,0,0,3982
2020-02-17,15,4,0,2,2,1,0,1,133
2020-07-27,121,343,94,0,9,14,11,0,51
2020-07-06,0,0,0,0,0,0,0,0,3709
2020-04-06,0,0,0,0,0,0,0,0,3377
2019-04-01,6,0,0,0,1,0,0,0,2447
2019-11-18,0,0,0,0,0,0,0,0,2535
2019-11-18,1,0,4,0,1,0,3,0,3226
2020-05-11,101,0,0,16,3,0,0,1,158
2020-05-25,17,0,0,0,2,0,0,0,3426
2019-12-16,1,1,9,0,1,1,2,0,70
2020-06-08,176,0,27,49,16,0,9,2,74
2020-01-27,0,52,41,0,0,1,1,0,2803
2019-12-16,30,0,0,0,2,0,0,0,4850
2019-01-21,58,0,0,0,1,0,0,0,42
2020-07-06,1,0,0,0,1,0,0,0,138
2019-09-30,2,6,107,0,2,2,3,0,1278
2020-06-15,0,0,0,0,0,0,0,0,3025
2019-08-26,32,17,0,0,2,2,0,0,3557
2019-11-18,2,0,0,0,1,0,0,0,3974
2019-10-21,0,0,0,0,0,0,0,0,2281
2019-05-27,0,0,0,0,0,0,0,0,1017
2019-12-23,0,0,0,0,0,0,0,0,1412
2020-07-20,5,0,0,26,2,0,0,2,177
2020-02-17,31,0,0,0,1,0,0,0,4259
2020-06-29,0,0,0,0,0,0,0,0,575
2020-04-27,43,0,0,0,2,0,0,0,548
2020-06-22,246,114,83,0,3,1,1,0,5034
2019-01-21,0,0,0,0,0,0,0,0,197
2019-07-22,53,0,40,0,1,0,1,0,61
2020-02-17,22,0,9,0,3,0,2,0,4228
2019-06-03,0,0,0,0,0,0,0,0,3490
2019-08-19,1,0,0,0,1,0,0,0,3416
2019-12-30,0,0,0,0,0,0,0,0,727
2019-09-02,6,0,8,0,2,0,2,0,3303
2020-04-13,14,53,0,0,2,2,0,0,3851
2020-07-13,39,6,4,0,3,2,3,0,97
2019-10-28,43,3,7,0,1,1,1,0,1108
2019-09-23,8,10,0,0,1,1,0,0,3403
2019-05-13,0,0,0,0,0,0,0,0,20
2019-09-16,6,1,23,0,1,1,4,0,178
2020-07-13,0,0,0,0,0,0,0,0,3116
2020-07-13,0,0,0,0,0,0,0,0,3949
2020-03-30,8,3,0,0,1,1,0,0,3226
2019-02-04,24,12,21,0,2,1,1,0,165
2020-02-10,4,1,0,0,1,1,0,0,646
2020-03-09,139,0,74,0,3,0,3,0,120
2020-06-15,0,0,0,0,0,0,0,0,4206
2019-06-24,4,0,0,0,1,0,0,0,3520
2019-11-25,0,0,0,0,0,0,0,0,188
2020-02-24,0,0,0,0,0,0,0,0,1284
2019-09-02,0,0,0,0,0,0,0,0,4633
2020-05-04,31,1,1,48,9,1,1,11,199
2020-01-27,0,0,0,0,0,0,0,0,4835
2020-07-06,0,0,1,0,0,0,1,0,116
2020-04-27,37,261,61,0,9,12,8,0,51
2020-01-06,0,0,0,0,0,0,0,0,2027
2020-06-29,489,1,10,5,6,1,3,2,39
2019-11-04,101,50,15,3,3,3,3,1,79
2020-06-01,2,0,0,0,1,0,0,0,699
2019-12-09,0,0,0,0,0,0,0,0,4972
2019-03-11,48,10,27,7,5,3,3,2,127
2019-12-16,265,17,0,2,3,1,0,1,126
2020-02-03,0,0,0,0,0,0,0,0,35
2020-03-09,68,10,20,2,5,3,3,1,191
2020-01-20,6,0,0,0,1,0,0,0,3366
2019-10-21,53,0,0,0,1,0,0,0,4447
2020-04-20,0,0,0,0,0,0,0,0,2609
2019-02-04,4,39,14,0,2,10,4,0,132
2020-03-16,52,13,0,0,3,2,0,0,107
2020-05-04,6,0,0,0,1,0,0,0,532
2020-02-17,8,0,370,0,3,0,7,0,36
2020-04-27,0,0,0,0,0,0,0,0,4833
2019-06-24,0,0,0,0,0,0,0,0,468
2020-05-04,0,0,0,0,0,0,0,0,2364
2020-05-11,0,0,0,0,0,0,0,0,4210
2020-02-17,0,0,1,0,0,0,1,0,159
2019-11-18,167,64,100,2,6,4,6,1,191
2020-07-13,21,0,0,2,1,0,0,1,2041
2019-07-08,0,0,0,0,0,0,0,0,1238
2019-02-25,307,22,474,0,13,4,11,0,170
2020-06-01,8,0,0,0,1,0,0,0,712
2020-04-27,105,25,5,0,1,1,1,0,26
2019-12-09,0,0,0,0,0,0,0,0,1684
2020-05-04,0,0,0,0,0,0,0,0,1168
2020-01-13,622,93,205,0,10,5,10,0,1
2019-08-12,1,0,0,0,1,0,0,0,1591
