ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
6472089.0,26 to 50,INFORMATION_SERVICES,2144
115988.0,201 to 1000,Technology - Software,3220
16000001.0,1001 to 10000,Education,1074
16000001.0,26 to 50,FINANCIAL_SERVICES,4352
798762.0,26 to 50,Technology - Software,1323
4921210.0,201 to 1000,AUTOMOTIVE,4657
2163956.0,6 to 10,Technology - Software,1168
16000001.0,6 to 10,RECREATIONAL_FACILITIES_AND_SERVICES,902
10666475.0,6 to 10,Technology - Software,285
137502.0,1001 to 10000,Heath Care (Products or Services),4488
16000001.0,26 to 50,CONSTRUCTION,3705
16000001.0,51 to 200,Technology - Software,5043
16000001.0,6 to 10,LEGAL_SERVICES,1474
16000001.0,6 to 10,PRINTING,3028
16000001.0,11 to 25,NON_PROFIT_ORGANIZATION_MANAGEMENT,1579
5433649.0,11 to 25,TRANSPORTATION_TRUCKING_RAILROAD,1589
264652.0,26 to 50,Comercio Electrónico,1749
1477182.0,201 to 1000,Other,2635
604.0,51 to 200,eCommerce,576
16000001.0,11 to 25,EDUCATION_MANAGEMENT,2195
473028.0,51 to 200,LEISURE_TRAVEL_TOURISM,1842
2874239.0,6 to 10,MUSIC,4821
723563.0,6 to 10,TEXTILES,5068
1032664.0,26 to 50,Technology - Software,3731
1033.0,201 to 1000,CONSUMER_SERVICES,2747
16000001.0,6 to 10,Technology - Services,2807
275599.0,201 to 1000,JUDICIARY,3657
4480.0,1001 to 10000,Education,5050
42255.0,1001 to 10000,Education,4574
4687609.0,6 to 10,DESIGN,3923
882.0,"10,001 or more",Finance & Insurance,1755
2611220.0,51 to 200,Technology - Software,2311
116598.0,1001 to 10000,Technology - Software,4956
7858886.0,51 to 200,CIVIL_ENGINEERING,2423
16000001.0,6 to 10,DESIGN,2048
8682809.0,26 to 50,Education,4937
1514327.0,11 to 25,Technology - Services,2607
16000001.0,26 to 50,Other,1266
16000001.0,6 to 10,Technology - Hardware and Equipment,3040
7360636.0,6 to 10,Other,303
16000001.0,26 to 50,Marketing and Advertising,4168
16000001.0,26 to 50,Other,1615
908316.0,26 to 50,Technology - Services,3101
39899.0,51 to 200,Technology - Software,1856
3970239.0,26 to 50,REAL_ESTATE,5140
2118.0,201 to 1000,REAL_ESTATE,2297
5561229.0,6 to 10,Technology - Software,1086
16000001.0,11 to 25,Technology - Services,649
1723600.0,201 to 1000,FOOD_BEVERAGES,2819
16000001.0,6 to 10,ustedes,1792
26443.0,201 to 1000,BANKING,4132
16000001.0,6 to 10,MANAGEMENT_CONSULTING,3038
155275.0,1001 to 10000,Technology - Software,426
16000001.0,6 to 10,PHOTOGRAPHY,2443
1842857.0,11 to 25,Advertising & Marketing Services,2741
16000001.0,11 to 25,Manufacturing,802
16000001.0,6 to 10,CONSUMER_ELECTRONICS,1857
585810.0,6 to 10,MEDIA_PRODUCTION,1059
16000001.0,51 to 200,IMPORT_AND_EXPORT,841
16000001.0,11 to 25,Marketing Services,3069
119911.0,51 to 200,Education,424
16000001.0,6 to 10,NON_PROFIT_ORGANIZATION_MANAGEMENT,1770
2483778.0,201 to 1000,Education,2369
401.0,1001 to 10000,PUBLISHING,369
16000001.0,201 to 1000,ELECTRICAL_ELECTRONIC_MANUFACTURING,2643
816212.0,51 to 200,Other,4841
14075.0,1001 to 10000,Education,3635
55696.0,1001 to 10000,Education,3158
3568538.0,6 to 10,MEDICAL_DEVICES,5091
715041.0,26 to 50,ELECTRICAL_ELECTRONIC_MANUFACTURING,4320
16000001.0,6 to 10,CONSTRUCTION,1728
167250.0,1001 to 10000,BANKING,600
470773.0,51 to 200,NON_PROFIT_ORGANIZATION_MANAGEMENT,4924
307720.0,201 to 1000,CONSUMER_ELECTRONICS,4265
590763.0,1001 to 10000,REAL_ESTATE,3691
816536.0,26 to 50,MANAGEMENT_CONSULTING,1681
16000001.0,2 to 5,Tiendas,1021
16000001.0,26 to 50,Technology - Software,3601
118321.0,1001 to 10000,Education,1267
138353.0,1001 to 10000,Education,3649
44194.0,51 to 200,Technology - Software,1075
98668.0,51 to 200,Consulting/Advisory,2998
1692234.0,26 to 50,Technology - Software,2307
2011.0,201 to 1000,Technology - Software,5185
428944.0,1001 to 10000,CONSUMER_SERVICES,2424
16000001.0,1001 to 10000,Technology - Software,2350
7875344.0,26 to 50,PROFESSIONAL_TRAINING_COACHING,4167
16000001.0,1001 to 10000,Education,1498
1286558.0,26 to 50,FOOD_BEVERAGES,636
3803071.0,26 to 50,Technology - Services,3419
21340.0,51 to 200,Technology - Services,2456
6062036.0,2 to 5,eCommerce,1019
16000001.0,51 to 200,IMPORT_AND_EXPORT,840
143833.0,201 to 1000,Education,752
419266.0,201 to 1000,Marketing and Advertising,961
16000001.0,26 to 50,Marketing and Advertising,321
16000001.0,2 to 5,PHOTOGRAPHY,3058
3412816.0,11 to 25,Other,2498
97667.0,1001 to 10000,EDUCATION_MANAGEMENT,4664
16000001.0,6 to 10,REAL_ESTATE,3852
13615.0,1001 to 10000,HEALTH_WELLNESS_AND_FITNESS,1513
21926.0,51 to 200,CHEMICALS,3775
463593.0,11 to 25,Other,1182
421472.0,1001 to 10000,Technology - Services,4610
10552.0,1001 to 10000,CONSUMER_SERVICES,3482
63931.0,1001 to 10000,Marketing Services,2246
2003967.0,51 to 200,Consulting/Advisory,464
5942088.0,6 to 10,Technology - Software,4990
15212.0,1001 to 10000,Consumer Products,572
3026482.0,11 to 25,REAL_ESTATE,4512
20656.0,201 to 1000,ARCHITECTURE_PLANNING,1740
8458363.0,1001 to 10000,WHOLESALE,3437
75760.0,26 to 50,REAL_ESTATE,3372
1374372.0,201 to 1000,Technology - Software,3296
986081.0,201 to 1000,INSURANCE,3398
16000001.0,6 to 10,CHEMICALS,3308
363298.0,201 to 1000,EDUCATION_MANAGEMENT,4750
810442.0,51 to 200,ENTERTAINMENT,214
16000001.0,26 to 50,ELECTRICAL_ELECTRONIC_MANUFACTURING,2639
2526707.0,26 to 50,BIOTECHNOLOGY,2592
5119021.0,11 to 25,MUSIC,2222
6113.0,1001 to 10000,Education,296
24744.0,1001 to 10000,Education,629
108.0,1001 to 10000,Technology - Software,1795
59628.0,1001 to 10000,Non Profit/EDU/.gov,4323
1696212.0,11 to 25,MARITIME,3397
14107.0,1001 to 10000,Education,2759
143871.0,1001 to 10000,Technology - Software,4459
1826684.0,51 to 200,Manufacturing,4122
243389.0,"10,001 or more",Technology - Hardware & Equipment,1985
96711.0,1001 to 10000,Manufacturing,456
16000001.0,6 to 10,TEXTILES,3888
49667.0,201 to 1000,EDUCATION_MANAGEMENT,3549
331.0,6 to 10,Technology - Hardware and Equipment,4443
16000001.0,6 to 10,Marketing and Advertising,3630
381700.0,51 to 200,RETAIL,5150
32271.0,26 to 50,Technology - Software,3411
1152516.0,51 to 200,Other,4300
138261.0,1001 to 10000,Education,2093
3058953.0,51 to 200,ARCHITECTURE_PLANNING,1671
163339.0,1001 to 10000,CONSUMER_SERVICES,4575
149946.0,51 to 200,Consumer Products,2855
16000001.0,51 to 200,MECHANICAL_OR_INDUSTRIAL_ENGINEERING,4434
42976.0,1001 to 10000,APPAREL_FASHION,3800
13546.0,26 to 50,APPAREL_FASHION,1053
1835060.0,201 to 1000,LOGISTICS_AND_SUPPLY_CHAIN,4349
16000001.0,6 to 10,MANAGEMENT_CONSULTING,2994
1674293.0,2 to 5,AUTOMOTIVE,1496
5453617.0,51 to 200,Technology - Software,1244
12712.0,6 to 10,Technology - Software,3565
16000001.0,6 to 10,PROFESSIONAL_TRAINING_COACHING,3586
6763964.0,1001 to 10000,Technology - Software,2167
16000001.0,2 to 5,DESIGN,1058
16000001.0,51 to 200,BUILDING_MATERIALS,662
2591720.0,201 to 1000,Technology - Services,4710
9345709.0,51 to 200,Technology - Software,1257
51305.0,201 to 1000,BANKING,2315
20183.0,1001 to 10000,Education,4920
16000001.0,2 to 5,Reise,939
24.0,51 to 200,Other,2595
16000001.0,6 to 10,Technology - Services,4201
592.0,1001 to 10000,Other,3656
520952.0,26 to 50,Technology - Software,2400
1217600.0,26 to 50,PUBLISHING,1332
2046692.0,6 to 10,Technology - Software,2880
3226740.0,26 to 50,REAL_ESTATE,489
5831371.0,51 to 200,FURNITURE,3358
1424654.0,51 to 200,REAL_ESTATE,2848
6473924.0,26 to 50,RELIGIOUS_INSTITUTIONS,5071
144410.0,1001 to 10000,Manufacturing,5171
174628.0,26 to 50,SPORTING_GOODS,2011
370610.0,1001 to 10000,Consulting/Advisory,592
137472.0,201 to 1000,CONSUMER_SERVICES,2646
16000001.0,11 to 25,BUILDING_MATERIALS,1082
16000001.0,26 to 50,INDUSTRIAL_AUTOMATION,4734
9570686.0,26 to 50,TELECOMMUNICATIONS,4034
38283.0,1001 to 10000,Education,1828
16000001.0,6 to 10,Marketing and Advertising,1720
1612475.0,51 to 200,RESTAURANTS,3375
102014.0,26 to 50,HOSPITALITY,1475
1152.0,201 to 1000,ENTERTAINMENT,2445
105.0,201 to 1000,Technology - Software,5111
6553.0,26 to 50,GOVERNMENT_ADMINISTRATION,1996
16000001.0,6 to 10,Technology - Software,2832
4136750.0,26 to 50,Marketing and Advertising,1223
4393.0,201 to 1000,Technology - Software,888
1017035.0,201 to 1000,Technology - Services,3136
1775020.0,1001 to 10000,Healthcare,3260
41935.0,201 to 1000,INFORMATION_SERVICES,550
619.0,201 to 1000,Technology - Software,4472
16000001.0,26 to 50,Finance & Insurance,4350
5292970.0,11 to 25,DESIGN,4677
9506530.0,26 to 50,MEDICAL_DEVICES,4729
6701688.0,11 to 25,CONSUMER_SERVICES,513
16000001.0,2 to 5,Technology - Services,1766
2014045.0,51 to 200,Technology - Software,3616
16000001.0,6 to 10,HOSPITALITY,2018
251.0,51 to 200,Business Services - General,2895
6739821.0,6 to 10,ARCHITECTURE_PLANNING,2775
779363.0,2 to 5,RETAIL,2675
5385728.0,6 to 10,Marketing Services,1624
16000001.0,201 to 1000,REAL_ESTATE,2743
635988.0,201 to 1000,Technology - Hardware and Equipment,3366
7880849.0,51 to 200,ARCHITECTURE_PLANNING,1565
4910.0,"10,001 or more",Education,1990
16000001.0,6 to 10,Marketing and Advertising,358
69889.0,51 to 200,MEDIA_PRODUCTION,2016
2856245.0,51 to 200,Technology - Software,1629
16000001.0,26 to 50,TRANSLATION_AND_LOCALIZATION,3509
952786.0,26 to 50,Information Technology & Services,2102
54693.0,1001 to 10000,Consulting/Advisory,371
7850.0,"10,001 or more",Manufacturing & Wholesale,4395
20183.0,1001 to 10000,Education,4922
6474210.0,51 to 200,Technology - Services,2795
251.0,51 to 200,Business Services - General,2896
228922.0,201 to 1000,Other,3005
13.0,"10,001 or more",Other,1387
531970.0,11 to 25,APPAREL_FASHION,1131
16000001.0,6 to 10,ARCHITECTURE_PLANNING,3452
16000001.0,2 to 5,Marketing and Advertising,1341
16000001.0,6 to 10,HEALTH_WELLNESS_AND_FITNESS,3186
2435163.0,51 to 200,ELECTRICAL_ELECTRONIC_MANUFACTURING,307
1782376.0,51 to 200,Technology - Software,3693
656782.0,51 to 200,Software / IT,3969
1243533.0,201 to 1000,REAL_ESTATE,906
4570991.0,26 to 50,PROFESSIONAL_TRAINING_COACHING,4360
7567488.0,51 to 200,MEDICAL_DEVICES,3463
16000001.0,6 to 10,INSURANCE,4959
248717.0,1001 to 10000,Education,4757
9304030.0,51 to 200,Consulting/Advisory,1112
1837.0,201 to 1000,CONSUMER_SERVICES,695
88544.0,1001 to 10000,LEGAL_SERVICES,2581
16000001.0,1001 to 10000,Education,4646
45115.0,51 to 200,Technology - Software,2100
69494.0,51 to 200,Education,2413
16000001.0,1001 to 10000,Other,4719
168347.0,201 to 1000,Marketing and Advertising,340
327211.0,201 to 1000,PRIMARY_SECONDARY_EDUCATION,4239
1021961.0,51 to 200,REAL_ESTATE,312
162103.0,51 to 200,Education,1825
587076.0,26 to 50,ACCOUNTING,2216
7571662.0,51 to 200,BIOTECHNOLOGY,4094
224487.0,201 to 1000,Technology - Services,1974
16000001.0,2 to 5,LEISURE_TRAVEL_TOURISM,3844
3258055.0,26 to 50,Marketing and Advertising,737
16000001.0,2 to 5,Education,1164
54634.0,51 to 200,Consulting/Advisory,2448
4813.0,51 to 200,Architecture,4195
234089.0,6 to 10,COSMETICS,634
16000001.0,1001 to 10000,Education,3872
2163685.0,11 to 25,DESIGN,2943
4405827.0,201 to 1000,ENVIRONMENTAL_SERVICES,4120
16000001.0,51 to 200,IMPORT_AND_EXPORT,835
184072.0,51 to 200,Technology - Software,1181
233851.0,26 to 50,Advertising and Marketing,1634
16000001.0,6 to 10,Technology - Software,1467
797466.0,201 to 1000,INSURANCE,1623
28823.0,26 to 50,CONSUMER_SERVICES,264
70799.0,26 to 50,Technology - Services,4883
16000001.0,201 to 1000,Education,3848
18281.0,11 to 25,Non-Profit,1987
8547518.0,6 to 10,Technology - Software,2862
16000001.0,26 to 50,RESTAURANTS,3694
186714.0,1001 to 10000,OIL_ENERGY,1325
175.0,1001 to 10000,Technology - Software,1539
16000001.0,2 to 5,EDUCATION_MANAGEMENT,3570
16000001.0,201 to 1000,CONSTRUCTION,1568
16000001.0,2 to 5,PUBLIC_RELATIONS_AND_COMMUNICATIONS,2026
16000001.0,26 to 50,Technology - Software,525
77816.0,51 to 200,MANAGEMENT_CONSULTING,3431
1449991.0,1001 to 10000,Technology - Services,2162
16000001.0,6 to 10,HEALTH_WELLNESS_AND_FITNESS,2570
16000001.0,6 to 10,Technology - Services,1108
16000001.0,1001 to 10000,Other,4405
1390907.0,6 to 10,Technology - Software,3286
16000001.0,6 to 10,ustedes,1790
16000001.0,201 to 1000,Finance and Insurance,3272
16000001.0,6 to 10,HEALTH_WELLNESS_AND_FITNESS,3771
16000001.0,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,4966
16000001.0,26 to 50,REAL_ESTATE,2638
16000001.0,2 to 5,LAW_PRACTICE,2436
292095.0,26 to 50,Technology - Software,2556
1631695.0,11 to 25,FINANCIAL_SERVICES,2417
1144366.0,2 to 5,MENTAL_HEALTH_CARE,2366
5330252.0,6 to 10,HEALTH_WELLNESS_AND_FITNESS,4410
15.0,11 to 25,Consumer Products,2288
16000001.0,201 to 1000,REAL_ESTATE,1662
3780704.0,6 to 10,Technology - Software,5001
16000001.0,2 to 5,GOVERNMENT_ADMINISTRATION,3869
107719.0,6 to 10,REAL_ESTATE,2149
9649363.0,1001 to 10000,CONSUMER_SERVICES,1309
821225.0,26 to 50,REAL_ESTATE,2538
302983.0,1001 to 10000,PRIMARY_SECONDARY_EDUCATION,2069
855514.0,201 to 1000,Marketing and Advertising,635
256113.0,26 to 50,eCommerce,739
5284332.0,201 to 1000,INSURANCE,1147
75172.0,"10,001 or more",HOSPITALITY,2078
470850.0,201 to 1000,Technology - Software,4901
47918.0,201 to 1000,Education,1600
16000001.0,26 to 50,EDUCATION_MANAGEMENT,1440
123851.0,26 to 50,RETAIL,3754
758567.0,201 to 1000,INSURANCE,1186
123805.0,1001 to 10000,Education,3550
16000001.0,6 to 10,Technology - Services,2853
32887.0,1001 to 10000,LEISURE_TRAVEL_TOURISM,3768
5003286.0,6 to 10,CONSUMER_SERVICES,5037
16000001.0,6 to 10,APPAREL_FASHION,3904
16000001.0,6 to 10,RENEWABLES_ENVIRONMENT,3883
16000001.0,201 to 1000,Media & Publishing,855
27814.0,"10,001 or more",Consumer Products,1051
16000001.0,26 to 50,Technology - Services,339
44603.0,6 to 10,Education,4605
6734745.0,26 to 50,EVENTS_SERVICES,1378
913321.0,51 to 200,Consulting/Advisory,4951
16000001.0,26 to 50,PUBLIC_RELATIONS_AND_COMMUNICATIONS,3062
3475461.0,6 to 10,Technology - Software,2066
551057.0,201 to 1000,Consulting/Advisory,4450
7903.0,1001 to 10000,Other,2953
5539225.0,51 to 200,Marketing and Advertising,4513
95935.0,26 to 50,Technology - Services,2959
16000001.0,6 to 10,Technology - Software,3540
16000001.0,51 to 200,PRINTING,1962
6113.0,1001 to 10000,Education,295
16000001.0,6 to 10,CHEMICALS,217
2047705.0,26 to 50,INSURANCE,1924
16000001.0,51 to 200,IMPORT_AND_EXPORT,833
4378419.0,26 to 50,INSURANCE,5194
1317739.0,51 to 200,ENTERTAINMENT,1190
16000001.0,6 to 10,FINANCIAL_SERVICES,3334
16000001.0,51 to 200,Other,1011
2346329.0,26 to 50,Marketing and Advertising,4200
16000001.0,26 to 50,HOSPITALITY,3010
8944607.0,11 to 25,Marketing and Advertising,4963
16000001.0,51 to 200,PROFESSIONAL_TRAINING_COACHING,3218
1456.0,51 to 200,Technology - Software,2617
4173178.0,26 to 50,OIL_ENERGY,1201
8085918.0,26 to 50,Marketing Services,1597
8046346.0,26 to 50,Technology - Software,2426
16000001.0,6 to 10,Technology - Software,3386
13.0,"10,001 or more",Other,1386
237559.0,51 to 200,Education,2212
1646.0,"10,001 or more",Technology - Software,3815
438586.0,1001 to 10000,Education,2935
13937.0,201 to 1000,CONSUMER_GOODS,809
181631.0,1001 to 10000,GOVERNMENT_ADMINISTRATION,630
16000001.0,26 to 50,Other,1265
787378.0,6 to 10,E- Commerce,5109
5425356.0,6 to 10,INDUSTRIAL_AUTOMATION,4506
58796.0,1001 to 10000,CONSUMER_SERVICES,279
2013977.0,26 to 50,BROADCAST_MEDIA,1314
43739.0,1001 to 10000,Education,3772
166145.0,6 to 10,CONSUMER_ELECTRONICS,2936
517.0,201 to 1000,Technology - Software,2676
29414.0,1001 to 10000,Other,4608
7850.0,"10,001 or more",Manufacturing & Wholesale,4396
2761804.0,51 to 200,Technology - Hardware and Equipment,4566
1168040.0,6 to 10,WHOLESALE,2780
16000001.0,2 to 5,Technology - Software,1248
104.0,1001 to 10000,SaaS,3804
16000001.0,51 to 200,Marketing and Advertising,4644
729729.0,6 to 10,Technology - Software,1647
24896.0,1001 to 10000,Education,3352
75935.0,1001 to 10000,Education,3474
84599.0,26 to 50,Technology - Software,1655
16000001.0,1001 to 10000,Education,4567
7467662.0,6 to 10,CONSUMER_SERVICES,1709
16000001.0,201 to 1000,FINANCIAL_SERVICES,1179
2515234.0,26 to 50,Consulting/Advisory,4464
125021.0,201 to 1000,Education,1243
46195.0,"10,001 or more",Consumer Products,5116
16000001.0,6 to 10,TRANSPORTATION_TRUCKING_RAILROAD,4258
16000001.0,51 to 200,RELIGIOUS_INSTITUTIONS,275
396475.0,201 to 1000,Education,1262
16000001.0,51 to 200,INDIVIDUAL_FAMILY_SERVICES,2982
424807.0,201 to 1000,Education,2772
3169625.0,26 to 50,APPAREL_FASHION,1711
2549154.0,26 to 50,CONSUMER_SERVICES,4288
42051.0,1001 to 10000,Education,2546
3139121.0,26 to 50,Technology - Software,2234
542012.0,201 to 1000,Other,2269
31506.0,1001 to 10000,Education,2370
60495.0,6 to 10,Technology - Software,643
4569303.0,51 to 200,CONSUMER_SERVICES,329
32203.0,51 to 200,OIL_ENERGY,427
7361070.0,51 to 200,INDIVIDUAL_FAMILY_SERVICES,3730
16000001.0,26 to 50,Marketing and Advertising,1595
2470173.0,51 to 200,DESIGN,3712
16000001.0,11 to 25,IMPORT_AND_EXPORT,2070
626994.0,1001 to 10000,CONSTRUCTION,3751
16000001.0,6 to 10,Non Profit,4014
761933.0,6 to 10,Marketing and Advertising,5060
6750279.0,51 to 200,PUBLISHING,2058
16000001.0,26 to 50,REAL_ESTATE,3811
2211089.0,201 to 1000,INSURANCE,2554
16000001.0,26 to 50,WINE_AND_SPIRITS,880
16000001.0,6 to 10,LEISURE_TRAVEL_TOURISM,3499
2585871.0,6 to 10,Marketing and Advertising,4439
1044716.0,51 to 200,APPAREL_FASHION,3510
4124307.0,6 to 10,LEISURE_TRAVEL_TOURISM,1018
727046.0,26 to 50,DESIGN,3899
10237.0,6 to 10,Technology - Software,3392
16000001.0,26 to 50,Technology - Services,1793
551365.0,2 to 5,PUBLISHING,4590
133180.0,"10,001 or more",Consumer Products,3282
1486364.0,6 to 10,Technology - Software,1713
127918.0,6 to 10,Technology - Software,1973
16000001.0,26 to 50,Marketing and Advertising,1130
103340.0,201 to 1000,Education,3825
2455365.0,26 to 50,COMPUTER_NETWORK_SECURITY,2189
1046702.0,6 to 10,Consulting/Advisory,1105
16000001.0,6 to 10,PROFESSIONAL_TRAINING_COACHING,3089
723029.0,6 to 10,PUBLISHING,4972
16000001.0,1001 to 10000,REAL_ESTATE,929
868.0,51 to 200,NEWSPAPERS,4143
6425927.0,26 to 50,REAL_ESTATE,1921
16000001.0,6 to 10,CONSTRUCTION,4878
41044.0,1001 to 10000,Education,2769
3547762.0,51 to 200,Technology - Services,2921
42636.0,1001 to 10000,Education,1384
16000001.0,51 to 200,OIL_ENERGY,1765
24814.0,1001 to 10000,Technology - Software,3824
16000001.0,26 to 50,Consulting/Advisory,3498
16000001.0,6 to 10,MANAGEMENT_CONSULTING,2732
39626.0,201 to 1000,Technology - Hardware and Equipment,3280
1020573.0,6 to 10,Marketing and Advertising,1007
426559.0,201 to 1000,HOSPITALITY,1462
26675.0,1001 to 10000,Education,2375
16000001.0,6 to 10,ONLINE_MEDIA,3061
4007865.0,6 to 10,Marketing and Advertising,803
105.0,201 to 1000,Technology - Software,5110
16000001.0,26 to 50,travel,1102
16000001.0,6 to 10,Marketing and Advertising,581
81311.0,201 to 1000,Education,1337
7524751.0,51 to 200,Education,1606
16000001.0,51 to 200,Technology - Software,941
16000001.0,1001 to 10000,REAL_ESTATE,928
1832462.0,2 to 5,Advertising & Marketing Services,4219
434079.0,1001 to 10000,CIVIL_ENGINEERING,4952
9086.0,1001 to 10000,EDUCATION_MANAGEMENT,1608
4393.0,201 to 1000,Technology - Software,890
16000001.0,51 to 200,AUTOMOTIVE,823
181759.0,11 to 25,Technology - Software,5007
23656.0,201 to 1000,COSMETICS,3520
569810.0,11 to 25,Technology - Software,1365
4901220.0,51 to 200,CIVIC_SOCIAL_ORGANIZATION,4985
1958201.0,26 to 50,Marketing and Advertising,1910
4452492.0,26 to 50,REAL_ESTATE,2328
13433.0,201 to 1000,Education,2358
719946.0,26 to 50,Technology - Software,3268
20169.0,1001 to 10000,Education,5088
16000001.0,2 to 5,Marketing and Advertising,2763
2229.0,"10,001 or more",B2C Services,3952
16000001.0,2 to 5,LEGAL_SERVICES,1369
50786.0,1001 to 10000,Education,3792
1998.0,1001 to 10000,Banking/Financial Services,2419
4393.0,201 to 1000,Technology - Software,891
242463.0,201 to 1000,RELIGIOUS_INSTITUTIONS,403
104268.0,11 to 25,Media & Publishing,360
545821.0,1001 to 10000,Marketing Services,3853
81311.0,201 to 1000,Education,1336
657702.0,1001 to 10000,Consumer Products,4761
3567525.0,51 to 200,Education,2333
2223600.0,2 to 5,E_LEARNING,4671
16000001.0,6 to 10,Marketing and Advertising,2539
35886.0,1001 to 10000,Technology - Software,308
4670856.0,26 to 50,AUTOMOTIVE,1303
4726617.0,26 to 50,LAW_PRACTICE,2785
1430650.0,51 to 200,Marketing and Advertising,3584
4083.0,201 to 1000,Technology - Software,3703
6089.0,51 to 200,Media & Publishing,1971
16956.0,201 to 1000,Technology - Software,1383
16000001.0,51 to 200,Technology - Software,4342
37694.0,201 to 1000,Education,5086
612078.0,11 to 25,Marketing Services,705
198.0,2 to 5,Technology - Software,1525
16000001.0,6 to 10,COMPUTER_NETWORKING,2751
175.0,1001 to 10000,Technology - Software,1541
35766.0,51 to 200,Education,2897
60278.0,1001 to 10000,Education,4689
2089613.0,51 to 200,Education,1293
329501.0,201 to 1000,ENTERTAINMENT,3113
1937110.0,51 to 200,Healthcare,2005
1799868.0,51 to 200,Manufacturing,4995
16000001.0,6 to 10,Marketing and Advertising,3454
11476.0,"10,001 or more",Telecom & Mobile Communications,3244
219029.0,26 to 50,Technology - Software,2981
16000001.0,6 to 10,FINANCIAL_SERVICES,3133
128759.0,2 to 5,INVESTMENT_MANAGEMENT,601
3594044.0,6 to 10,FINANCIAL_SERVICES,1145
16000001.0,1,Marketing and Advertising,4367
16000001.0,11 to 25,MEDIA_PRODUCTION,3131
13042.0,1001 to 10000,LEISURE_TRAVEL_TOURISM,3052
51383.0,201 to 1000,LEISURE_TRAVEL_TOURISM,4854
125722.0,1001 to 10000,PHARMACEUTICALS,3012
16000001.0,11 to 25,Technology - Software,3199
8750723.0,51 to 200,RELIGIOUS_INSTITUTIONS,2398
10149007.0,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,567
161239.0,51 to 200,Healthcare,1555
16000001.0,6 to 10,Technology - Services,438
2497213.0,201 to 1000,FINANCIAL_SERVICES,3990
16000001.0,51 to 200,IMPORT_AND_EXPORT,838
16000001.0,6 to 10,Marketing and Advertising,2085
16000001.0,6 to 10,RELIGIOUS_INSTITUTIONS,4511
2269063.0,201 to 1000,Technology - Services,2715
5543159.0,6 to 10,Technology - Software,5136
6136996.0,1001 to 10000,OIL_ENERGY,5132
67155.0,51 to 200,Technology - Services,4021
16000001.0,6 to 10,Marketing and Advertising,4546
2689439.0,51 to 200,SPORTS,3625
418887.0,51 to 200,CONSUMER_ELECTRONICS,3224
9106743.0,6 to 10,NON_PROFIT_ORGANIZATION_MANAGEMENT,5039
533513.0,201 to 1000,Technology - Software,3827
42045.0,1001 to 10000,APPAREL_FASHION,4675
82.0,201 to 1000,Technology - Software,2753
1420806.0,11 to 25,Technology - Services,1954
16000001.0,6 to 10,Technology - Services,2662
16000001.0,51 to 200,IMPORT_AND_EXPORT,832
296896.0,6 to 10,Technology - Software,1704
16000001.0,26 to 50,"Health, Medical, & Wellness",4947
261642.0,51 to 200,Consumer Products,3169
16000001.0,26 to 50,UTILITIES,4895
17645.0,1001 to 10000,Education,2124
1855982.0,51 to 200,Recruiting/Staffing,3404
16000001.0,51 to 200,Finance and Insurance,2488
449484.0,2 to 5,Technology - Software,206
7738855.0,11 to 25,Technology - Software,2083
16000001.0,51 to 200,IMPORT_AND_EXPORT,836
3886177.0,51 to 200,Technology - Software,1096
16000001.0,1,MANAGEMENT_CONSULTING,4388
3397504.0,6 to 10,MEDIA_PRODUCTION,4112
2872598.0,6 to 10,MANAGEMENT_CONSULTING,4668
32796.0,1001 to 10000,CONSUMER_ELECTRONICS,3109
2197593.0,201 to 1000,Technology - Services,1617
16000001.0,26 to 50,Technology - Services,3163
16000001.0,51 to 200,COMPUTER_HARDWARE,2504
2476.0,26 to 50,Education,3669
16000001.0,26 to 50,Technology - Services,3164
16000001.0,26 to 50,Technology - Services,3165
87202.0,201 to 1000,UTILITIES,1573
18858.0,26 to 50,Healthcare,3111
4151.0,26 to 50,Technology - Software,4890
162269.0,51 to 200,Education,761
2751590.0,51 to 200,HOSPITALITY,2976
42051.0,1001 to 10000,Education,2545
16000001.0,6 to 10,Technology - Software,2796
1233794.0,51 to 200,Consumer Products,4594
63856.0,11 to 25,eCommerce,213
16000001.0,6 to 10,Marketing and Advertising,884
872302.0,11 to 25,Technology - Software,2986
362293.0,201 to 1000,Technology - Software,291
85537.0,1001 to 10000,GOVERNMENT_ADMINISTRATION,3215
24153.0,1001 to 10000,Education,3445
12201.0,11 to 25,Manufacturing,4230
16000001.0,6 to 10,STAFFING_AND_RECRUITING,5003
651208.0,1001 to 10000,DEFENSE_SPACE,661
698470.0,6 to 10,REAL_ESTATE,2822
2911182.0,6 to 10,Marketing and Advertising,806
16000001.0,"10,001 or more",MANAGEMENT_CONSULTING,3355
3081828.0,6 to 10,Technology - Software,4983
16000001.0,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,3172
2557631.0,11 to 25,Marketing and Advertising,2137
1616753.0,6 to 10,RETAIL,2906
111499.0,201 to 1000,Education,2933
4047383.0,6 to 10,PUBLISHING,2601
16000001.0,201 to 1000,EVENTS_SERVICES,2509
16000001.0,2 to 5,MARKET_RESEARCH,656
622.0,1001 to 10000,Technology - Software,2089
